Team,Statistic,Median of Statistic,Mean of Statistic,Std of Statistic
Bournemouth,Yellow Cards,3.0,3.869565217391304,3.0793202884297664
Brentford,Yellow Cards,2.0,2.5238095238095237,1.8873009198071093
Brighton,Yellow Cards,2.0,2.6785714285714284,2.5970577572917004
Chelsea,Yellow Cards,2.5,3.6923076923076925,3.197114083284871
Crystal Palace,Yellow Cards,2.0,3.619047619047619,3.3686227226596697
Everton,Yellow Cards,3.0,3.409090909090909,2.1747269321542944
Fulham,Yellow Cards,2.5,3.409090909090909,2.9866224099998684
Ipswich Town,Yellow Cards,2.0,2.966666666666667,2.6455340811852426
Leicester City,Yellow Cards,2.0,3.1153846153846154,2.6431333387012175
Liverpool,Yellow Cards,3.0,3.0476190476190474,2.2688364964490164
Manchester City,Yellow Cards,2.0,2.32,1.74928556845359
Manchester Utd,Yellow Cards,2.0,2.6,2.4719111690322144
Newcastle Utd,Yellow Cards,2.0,2.608695652173913,3.026235742105763
Nott'ham Forest,Yellow Cards,3.0,3.727272727272727,3.2393682244392186
Southampton,Yellow Cards,2.0,2.8620689655172415,2.9486575387433813
Tottenham,Yellow Cards,2.0,2.4444444444444446,2.325995788959303
West Ham,Yellow Cards,2.0,2.96,2.6532998322843198
Wolves,Yellow Cards,2.0,3.217391304347826,2.74617952368096
Arsenal,Red Cards,0.0,0.22727272727272727,0.5284134548067253
Aston Villa,Red Cards,0.0,0.07142857142857142,0.262265264156481
Bournemouth,Red Cards,0.0,0.08695652173913043,0.2881040655200304
Brentford,Red Cards,0.0,0.047619047619047616,0.21821789023599236
Brighton,Red Cards,0.0,0.10714285714285714,0.314970394174356
Chelsea,Red Cards,0.0,0.038461538461538464,0.19611613513818402
Crystal Palace,Red Cards,0.0,0.19047619047619047,0.40237390808147827
Everton,Red Cards,0.0,0.09090909090909091,0.29424494316824984
Fulham,Red Cards,0.0,0.09090909090909091,0.29424494316824984
Ipswich Town,Red Cards,0.0,0.16666666666666666,0.3790490217894517
Leicester City,Red Cards,0.0,0.0,0.0
Liverpool,Red Cards,0.0,0.09523809523809523,0.30079260375911915
Manchester City,Red Cards,0.0,0.04,0.2
Manchester Utd,Red Cards,0.0,0.1,0.40257789993644877
Newcastle Utd,Red Cards,0.0,0.043478260869565216,0.20851441405707474
Nott'ham Forest,Red Cards,0.0,0.09090909090909091,0.2942449431682498
Southampton,Red Cards,0.0,0.10344827586206896,0.4092525928189875
Tottenham,Red Cards,0.0,0.037037037037037035,0.19245008972987523
West Ham,Red Cards,0.0,0.12,0.33166247903553997
Wolves,Red Cards,0.0,0.08695652173913043,0.2881040655200304
Arsenal,xG,1.65,2.5636363636363635,2.6409856483527494
Aston Villa,xG,0.8,1.9535714285714287,2.9725263158486412
Bournemouth,xG,1.1,2.682608695652174,3.5771563330151
Brentford,xG,0.8,2.6095238095238096,4.196773136816519
Brighton,xG,0.75,1.9107142857142858,2.6435581080996635
Chelsea,xG,0.75,2.5653846153846156,4.209507553877751
Crystal Palace,xG,1.1,2.5523809523809526,3.4639022860957045
Everton,xG,1.1,1.7,2.0189577697887775
Fulham,xG,1.05,2.122727272727273,2.6848661965741405
Ipswich Town,xG,0.6,1.07,1.7597315626008967
Leicester City,xG,0.4,1.1846153846153844,2.171578652997364
Liverpool,xG,1.7,3.6761904761904765,5.513973590969108
Manchester City,xG,1.3,2.52,4.175424130153328
Manchester Utd,xG,0.7,1.6033333333333333,2.26768655216072
Newcastle Utd,xG,0.5,2.634782608695652,4.43699413973553
Nott'ham Forest,xG,1.4,1.9227272727272726,2.6047450872776334
Southampton,xG,0.5,1.0724137931034483,1.3879317994062084
Tottenham,xG,0.7,2.1,2.9091368003373312
West Ham,xG,1.2,1.776,2.2548614148102315
Wolves,xG,0.8,1.7608695652173914,2.479871538174871
Arsenal,xAG,0.9,1.9318181818181819,2.187711647151482
Aston Villa,xAG,0.45,1.4321428571428572,2.0083259237168196
Bournemouth,xAG,1.1,1.808695652173913,1.874206024252369
Brentford,xAG,1.2,1.8952380952380952,2.2310258157350376
Brighton,xAG,1.0,1.3214285714285714,1.3985063839039513
Chelsea,xAG,1.05,1.9653846153846155,2.4762782247061508
Crystal Palace,xAG,1.5,1.9142857142857144,2.12821185841206
Everton,xAG,1.05,1.3,1.1079797144438375
Fulham,xAG,1.0,1.6272727272727272,1.882293893904537
Ipswich Town,xAG,0.4,0.7100000000000001,0.9714369023114232
Leicester City,xAG,0.4,0.9192307692307692,1.1405329388559475
Liverpool,xAG,1.2,2.676190476190476,3.1846357345707155
Manchester City,xAG,1.5,2.028,2.249355463238303
Manchester Utd,xAG,0.35,1.2,1.707589549325457
Newcastle Utd,xAG,0.9,1.8826086956521737,2.277489082682753
Nott'ham Forest,xAG,1.1,1.4090909090909092,1.4319181577134954
Southampton,xAG,0.5,0.8103448275862069,0.9220880139220546
Tottenham,xAG,0.9,1.5814814814814815,2.0200984433432247
West Ham,xAG,1.1,1.26,1.40356688476182
Wolves,xAG,0.9,1.4000000000000001,1.77942789580349
Arsenal,PrgC,23.0,35.31818181818182,32.69685635629847
Aston Villa,PrgC,16.5,23.785714285714285,23.6601824338747
Bournemouth,PrgC,19.0,29.869565217391305,34.65322279099553
Brentford,PrgC,12.0,25.857142857142858,32.37635821751068
Brighton,PrgC,18.5,26.357142857142858,30.01384160401144
Chelsea,PrgC,11.0,31.192307692307693,41.09892381147636
Crystal Palace,PrgC,11.0,21.714285714285715,22.71154520754336
Everton,PrgC,12.0,20.318181818181817,20.501768480365563
Fulham,PrgC,22.0,32.81818181818182,36.188180606164984
Ipswich Town,PrgC,9.0,15.066666666666666,18.26799223313512
Leicester City,PrgC,15.0,21.03846153846154,22.975605792632795
Liverpool,PrgC,24.0,35.666666666666664,36.51620644773131
Manchester City,PrgC,35.0,41.64,45.442161040161814
Manchester Utd,PrgC,10.0,21.066666666666666,31.189004841265866
Newcastle Utd,PrgC,14.0,29.82608695652174,33.44011224142897
Nott'ham Forest,PrgC,13.0,26.181818181818183,33.95183754566567
Southampton,PrgC,10.0,20.620689655172413,26.91045175750685
Tottenham,PrgC,18.0,29.51851851851852,29.123570113952994
West Ham,PrgC,11.0,22.92,30.369831521868317
Wolves,PrgC,12.0,23.565217391304348,27.78951091681981
Arsenal,PrgP_x,56.5,77.0,62.4431169717116
Aston Villa,PrgP_x,34.0,44.17857142857143,48.1994725431633
Bournemouth,PrgP_x,43.0,58.47826086956522,52.052307227893714
Brentford,PrgP_x,52.0,58.285714285714285,54.4941674467487
Brighton,PrgP_x,40.0,49.785714285714285,50.207980141022105
Chelsea,PrgP_x,34.5,57.53846153846154,63.00300359140396
Crystal Palace,PrgP_x,47.0,50.142857142857146,39.5047917527554
Everton,PrgP_x,40.0,43.5,35.4007667390734
Fulham,PrgP_x,53.0,65.31818181818181,49.51804516069669
Ipswich Town,PrgP_x,20.0,27.666666666666668,25.77265770264043
Leicester City,PrgP_x,30.5,38.84615384615385,34.95905297080264
Liverpool,PrgP_x,71.0,83.95238095238095,68.39990949590225
Manchester City,PrgP_x,64.0,70.28,60.42179518462964
Manchester Utd,PrgP_x,22.0,43.2,55.750923913791596
Newcastle Utd,PrgP_x,59.0,63.17391304347826,62.65029360296366
Nott'ham Forest,PrgP_x,35.0,45.95454545454545,43.847655389049976
Southampton,PrgP_x,24.0,36.44827586206897,39.45755966577666
Tottenham,PrgP_x,49.0,56.925925925925924,47.133138698083364
West Ham,PrgP_x,31.0,45.0,41.31182235954577
Wolves,PrgP_x,31.0,45.91304347826087,41.09845500688036
Arsenal,PrgR_x,52.0,75.95454545454545,77.48823399024143
Aston Villa,PrgR_x,21.0,43.75,51.99617151148584
Bournemouth,PrgR_x,31.0,57.65217391304348,71.61171101258645
Brentford,PrgR_x,27.0,57.57142857142857,77.18003072594065
Brighton,PrgR_x,27.0,49.464285714285715,62.593622999564744
Chelsea,PrgR_x,11.5,56.80769230769231,76.25746873888183
Crystal Palace,PrgR_x,11.0,49.61904761904762,64.75915085181104
Everton,PrgR_x,24.0,42.54545454545455,40.9433142082438
Fulham,PrgR_x,39.0,64.18181818181819,71.84085345475945
Ipswich Town,PrgR_x,14.5,27.233333333333334,35.37063201577549
Leicester City,PrgR_x,20.0,38.26923076923077,40.63944654377831
Liverpool,PrgR_x,54.0,83.04761904761905,111.0078718787439
Manchester City,PrgR_x,26.0,69.6,78.21764506810467
Manchester Utd,PrgR_x,14.5,42.7,64.32576037852846
Newcastle Utd,PrgR_x,22.0,62.69565217391305,71.58557166878145
Nott'ham Forest,PrgR_x,18.5,45.59090909090909,58.061264106204135
Southampton,PrgR_x,20.0,35.3448275862069,38.70610496519063
Tottenham,PrgR_x,31.0,56.51851851851852,69.30333012887307
West Ham,PrgR_x,25.0,44.64,57.79120463646119
Wolves,PrgR_x,28.0,45.26086956521739,47.76192606069889
Arsenal,Goals per 90,0.10500000000000001,0.16272727272727272,0.16406101705163634
Aston Villa,Goals per 90,0.035,0.16999999999999998,0.2806342023979892
Bournemouth,Goals per 90,0.03,0.13521739130434782,0.18007244918788032
Brentford,Goals per 90,0.0,0.11571428571428573,0.194642529488584
Brighton,Goals per 90,0.045,0.1207142857142857,0.14892027624621396
Chelsea,Goals per 90,0.05,0.1453846153846154,0.20468963372346471
Crystal Palace,Goals per 90,0.0,0.08523809523809524,0.13010069360380241
Everton,Goals per 90,0.04,0.09363636363636364,0.13076862353191954
Fulham,Goals per 90,0.015,0.16136363636363635,0.23915118658139675
Ipswich Town,Goals per 90,0.0,0.09166666666666666,0.15090721820293132
Leicester City,Goals per 90,0.0,0.061153846153846156,0.09778862604932839
Liverpool,Goals per 90,0.04,0.16523809523809524,0.23183224641147415
Manchester City,Goals per 90,0.06,0.1784,0.24563998045920782
Manchester Utd,Goals per 90,0.0,0.07433333333333333,0.1170524000942146
Newcastle Utd,Goals per 90,0.0,0.16086956521739132,0.2581034507796202
Nott'ham Forest,Goals per 90,0.065,0.11727272727272728,0.15848033731670724
Southampton,Goals per 90,0.0,0.05137931034482759,0.07637894894776003
Tottenham,Goals per 90,0.06,0.13481481481481483,0.19355719429767382
West Ham,Goals per 90,0.0,0.084,0.12529964086141668
Wolves,Goals per 90,0.07,0.12217391304347826,0.16700453237559784
Arsenal,Assists per 90,0.10500000000000001,0.13727272727272727,0.14998989864977474
Aston Villa,Assists per 90,0.0,0.08535714285714287,0.11429274118609058
Bournemouth,Assists per 90,0.04,0.10043478260869565,0.11451392376116482
Brentford,Assists per 90,0.09,0.09857142857142859,0.10412904082366813
Brighton,Assists per 90,0.035,0.09178571428571429,0.1313478156546529
Chelsea,Assists per 90,0.065,0.13153846153846155,0.18418886628007258
Crystal Palace,Assists per 90,0.03,0.060476190476190475,0.07896050851382547
Everton,Assists per 90,0.035,0.07545454545454545,0.09912605119732162
Fulham,Assists per 90,0.08499999999999999,0.10272727272727272,0.11695264887090878
Ipswich Town,Assists per 90,0.0,0.06766666666666668,0.10358016496758751
Leicester City,Assists per 90,0.0,0.05653846153846154,0.08574111301784262
Liverpool,Assists per 90,0.16,0.13904761904761903,0.13190544954264635
Manchester City,Assists per 90,0.0,0.102,0.1414213562373095
Manchester Utd,Assists per 90,0.0,0.044000000000000004,0.08528249203837716
Newcastle Utd,Assists per 90,0.04,0.10304347826086957,0.12679384780775932
Nott'ham Forest,Assists per 90,0.055,0.09045454545454545,0.10499330013669003
Southampton,Assists per 90,0.0,0.04310344827586207,0.09721491097694919
Tottenham,Assists per 90,0.07,0.11777777777777779,0.15054601477323326
West Ham,Assists per 90,0.03,0.07440000000000001,0.13635370670918096
Wolves,Assists per 90,0.04,0.10043478260869565,0.13026121521666884
Arsenal,xG per 90,0.1,0.1527272727272727,0.1416629742325011
Aston Villa,xG per 90,0.08,0.19321428571428573,0.24695259061322278
Bournemouth,xG per 90,0.08,0.1808695652173913,0.20232541393144277
Brentford,xG per 90,0.06,0.12095238095238095,0.16080748620337182
Brighton,xG per 90,0.09,0.1285714285714286,0.11850032929206585
Chelsea,xG per 90,0.08,0.15615384615384617,0.17830483836569153
Crystal Palace,xG per 90,0.08,0.14142857142857143,0.1406515451136501
Everton,xG per 90,0.05,0.11136363636363637,0.12333830573807014
Fulham,xG per 90,0.085,0.1459090909090909,0.15067021985619838
Ipswich Town,xG per 90,0.04,0.09133333333333334,0.11437184767341081
Leicester City,xG per 90,0.045,0.06769230769230769,0.08585139217544197
Liverpool,xG per 90,0.07,0.1842857142857143,0.20711280570190313
Manchester City,xG per 90,0.07,0.16079999999999997,0.21779041913423708
Manchester Utd,xG per 90,0.06,0.12666666666666665,0.16103829772241549
Newcastle Utd,xG per 90,0.12,0.14304347826086958,0.16196056710336218
Nott'ham Forest,xG per 90,0.07,0.11045454545454546,0.13120239808810383
Southampton,xG per 90,0.04,0.07758620689655173,0.08958855046480124
Tottenham,xG per 90,0.06,0.14074074074074072,0.17121569675358278
West Ham,xG per 90,0.07,0.13720000000000002,0.15915191903754514
Wolves,xG per 90,0.08,0.11130434782608696,0.11721403685046689
Arsenal,xAG per 90,0.09,0.11954545454545454,0.11712741424974414
Aston Villa,xAG per 90,0.05,0.09071428571428572,0.10356349175938799
Bournemouth,xAG per 90,0.1,0.1282608695652174,0.14858888291686637
Brentford,xAG per 90,0.08,0.10428571428571429,0.08941875801930087
Brighton,xAG per 90,0.08499999999999999,0.10250000000000001,0.07829786431030897
Chelsea,xAG per 90,0.095,0.15423076923076923,0.17029792898149002
Crystal Palace,xAG per 90,0.11,0.10095238095238096,0.0740881071363523
Everton,xAG per 90,0.055,0.08045454545454546,0.0695890845797004
Fulham,xAG per 90,0.085,0.10090909090909092,0.08111773283374346
Ipswich Town,xAG per 90,0.03,0.057,0.05820001184974402
Leicester City,xAG per 90,0.025,0.06692307692307692,0.08132744829486442
Liverpool,xAG per 90,0.11,0.1304761904761905,0.10938355408726627
Manchester City,xAG per 90,0.07,0.1164,0.12195900950729306
Manchester Utd,xAG per 90,0.06,0.081,0.08742878875661195
Newcastle Utd,xAG per 90,0.08,0.0973913043478261,0.09031346377551043
Nott'ham Forest,xAG per 90,0.065,0.085,0.08500700251267819
Southampton,xAG per 90,0.03,0.05448275862068966,0.05871153493969792
Tottenham,xAG per 90,0.08,0.10666666666666666,0.11076655979685733
West Ham,xAG per 90,0.08,0.1008,0.09720768145230772
Wolves,xAG per 90,0.07,0.07956521739130436,0.07606685222818899
Arsenal,Goals against per 90,0.89,0.89,0.0
Aston Villa,Goals against per 90,1.6800000000000002,1.6800000000000002,0.45254833995939026
Bournemouth,Goals against per 90,1.0,1.0833333333333333,0.14433756729740643
Brentford,Goals against per 90,1.385,1.385,0.2050609665440988
Brighton,Goals against per 90,1.085,1.085,0.8273149339882605
Chelsea,Goals against per 90,1.3,1.3,0.28284271247461895
Crystal Palace,Goals against per 90,1.37,1.37,0.0
Everton,Goals against per 90,1.23,1.23,0.0
Fulham,Goals against per 90,1.34,1.34,0.0
Ipswich Town,Goals against per 90,2.45,2.316666666666667,0.43558389930452346
Leicester City,Goals against per 90,2.19,2.6333333333333333,1.207656132072923
Liverpool,Goals against per 90,1.06,1.06,0.19798989873223322
Manchester City,Goals against per 90,1.2850000000000001,1.2850000000000001,0.26162950903902243
Manchester Utd,Goals against per 90,2.65,2.65,1.9091883092036783
Newcastle Utd,Goals against per 90,1.26,1.26,0.08485281374238578
Nott'ham Forest,Goals against per 90,1.2,1.2,0.0
Southampton,Goals against per 90,2.33,2.41,0.16522711641858312
Tottenham,Goals against per 90,1.75,1.7733333333333334,0.3555746522649406
West Ham,Goals against per 90,1.685,1.685,0.00707106781186556
Wolves,Goals against per 90,2.05,2.05,0.5374011537017764
Arsenal,Save%,74.1,74.1,0.0
Aston Villa,Save%,61.150000000000006,61.150000000000006,7.848885271170681
Bournemouth,Save%,80.0,80.0,4.599999999999994
Brentford,Save%,61.55,61.55,16.334166645409244
Brighton,Save%,69.85,69.85,7.283199846221443
Chelsea,Save%,73.85,73.85,3.464823227814082
Crystal Palace,Save%,67.1,67.1,0.0
Everton,Save%,71.1,71.1,0.0
Fulham,Save%,68.3,68.3,0.0
Ipswich Town,Save%,58.7,62.1,6.863672486358887
Leicester City,Save%,61.3,55.26666666666667,13.317782598215565
Liverpool,Save%,69.5,69.5,2.6870057685088886
Manchester City,Save%,68.25,68.25,0.3535533905932738
Manchester Utd,Save%,51.15,51.15,25.24371208835975
Newcastle Utd,Save%,70.4,70.4,0.42426406871193956
Nott'ham Forest,Save%,74.3,74.3,0.0
Southampton,Save%,67.1,67.46666666666665,2.6689573494781276
Tottenham,Save%,64.9,63.4,6.481512169239523
West Ham,Save%,68.75,68.75,8.2731493398826
Wolves,Save%,61.75,61.75,0.3535533905932738
Arsenal,Clean Sheets %,34.3,34.3,0.0
Aston Villa,Clean Sheets %,58.8,58.8,58.265598769771515
Bournemouth,Clean Sheets %,20.0,15.0,13.228756555322953
Brentford,Clean Sheets %,58.8,58.8,58.265598769771515
Brighton,Clean Sheets %,34.1,34.1,22.48599564173221
Chelsea,Clean Sheets %,22.15,22.15,7.707463914933371
Crystal Palace,Clean Sheets %,28.6,28.6,0.0
Everton,Clean Sheets %,28.6,28.6,0.0
Fulham,Clean Sheets %,14.3,14.3,0.0
Ipswich Town,Clean Sheets %,5.6,7.433333333333333,8.499607834090543
Leicester City,Clean Sheets %,3.7,6.0,7.422263805605403
Liverpool,Clean Sheets %,38.0,38.0,2.8284271247461903
Manchester City,Clean Sheets %,29.9,29.9,6.929646455628164
Manchester Utd,Clean Sheets %,13.65,13.65,19.30401512639275
Newcastle Utd,Clean Sheets %,39.0,39.0,15.556349186104045
Nott'ham Forest,Clean Sheets %,37.1,37.1,0.0
Southampton,Clean Sheets %,0.0,2.466666666666667,4.2723919920032305
Tottenham,Clean Sheets %,17.4,18.900000000000002,5.505451843400321
West Ham,Clean Sheets %,17.049999999999997,17.049999999999997,0.4949747468305815
Wolves,Clean Sheets %,12.95,12.95,18.31406563273158
Arsenal,Penalty Save %,0.0,0.0,0.0
Aston Villa,Penalty Save %,50.0,50.0,0.0
Bournemouth,Penalty Save %,0.0,0.0,0.0
Brentford,Penalty Save %,0.0,0.0,0.0
Brighton,Penalty Save %,0.0,0.0,0.0
Chelsea,Penalty Save %,10.0,10.0,14.142135623730951
Crystal Palace,Penalty Save %,50.0,50.0,0.0
Everton,Penalty Save %,100.0,100.0,0.0
Fulham,Penalty Save %,0.0,0.0,0.0
Ipswich Town,Penalty Save %,0.0,0.0,0.0
Leicester City,Penalty Save %,25.0,25.0,0.0
Liverpool,Penalty Save %,50.0,50.0,70.71067811865476
Manchester City,Penalty Save %,0.0,0.0,0.0
Manchester Utd,Penalty Save %,25.0,25.0,0.0
Newcastle Utd,Penalty Save %,50.0,50.0,0.0
Nott'ham Forest,Penalty Save %,0.0,0.0,0.0
Southampton,Penalty Save %,14.3,14.3,20.22325394193526
Tottenham,Penalty Save %,0.0,0.0,0.0
West Ham,Penalty Save %,0.0,0.0,0.0
Wolves,Penalty Save %,16.65,16.65,23.546655813512032
Arsenal,Shoots on target percentage,30.9,27.861904761904764,16.67769397100439
Aston Villa,Shoots on target percentage,29.4,30.164,22.372283447754427
Bournemouth,Shoots on target percentage,29.7,25.02,16.673035274453117
Brentford,Shoots on target percentage,34.8,30.88888888888889,17.79801340166232
Brighton,Shoots on target percentage,29.0,29.6,21.527507983972505
Chelsea,Shoots on target percentage,33.3,27.843478260869563,22.119732574557958
Crystal Palace,Shoots on target percentage,31.6,29.238095238095237,17.724121309404204
Everton,Shoots on target percentage,36.2,35.80952380952381,27.431932209778893
Fulham,Shoots on target percentage,30.9,32.04,24.490479353156168
Ipswich Town,Shoots on target percentage,20.2,27.016666666666666,25.011435065944756
Leicester City,Shoots on target percentage,32.9,32.94090909090909,24.07974171454007
Liverpool,Shoots on target percentage,32.8,31.494444444444444,15.156884369515053
Manchester City,Shoots on target percentage,32.05,31.45,21.18042110287796
Manchester Utd,Shoots on target percentage,26.8,26.454166666666666,16.521290063500455
Newcastle Utd,Shoots on target percentage,25.6,23.595238095238095,16.416256460913257
Nott'ham Forest,Shoots on target percentage,32.9,37.655,26.22926198371823
Southampton,Shoots on target percentage,30.0,25.888,22.6140502048321
Tottenham,Shoots on target percentage,34.15,32.9125,19.255791054392827
West Ham,Shoots on target percentage,26.9,23.791304347826088,13.969476890169517
Wolves,Shoots on target percentage,28.6,30.59047619047619,17.021307375225465
Arsenal,Shoot on target per 90,0.22,0.4090909090909091,0.4097026690861033
Aston Villa,Shoot on target per 90,0.195,0.45785714285714285,0.6738741345432017
Bournemouth,Shoot on target per 90,0.15,0.5382608695652175,0.6496058397486688
Brentford,Shoot on target per 90,0.17,0.31523809523809526,0.38166240380235317
Brighton,Shoot on target per 90,0.29500000000000004,0.3678571428571429,0.3485882336134663
Chelsea,Shoot on target per 90,0.31,0.4496153846153846,0.4903670524758429
Crystal Palace,Shoot on target per 90,0.34,0.490952380952381,0.46433721326106053
Everton,Shoot on target per 90,0.23500000000000001,0.7295454545454546,1.8817304024113835
Fulham,Shoot on target per 90,0.26,0.5113636363636364,0.5709832409728516
Ipswich Town,Shoot on target per 90,0.07,0.267,0.38456558563549653
Leicester City,Shoot on target per 90,0.18,0.2553846153846154,0.27373316597344605
Liverpool,Shoot on target per 90,0.35,0.48428571428571426,0.43508127319584133
Manchester City,Shoot on target per 90,0.33,0.4636,0.5136704520734411
Manchester Utd,Shoot on target per 90,0.185,0.366,0.45842007538636587
Newcastle Utd,Shoot on target per 90,0.3,0.3830434782608696,0.40777037636627955
Nott'ham Forest,Shoot on target per 90,0.265,0.4231818181818182,0.4017033537519751
Southampton,Shoot on target per 90,0.14,0.21586206896551724,0.28653742265414617
Tottenham,Shoot on target per 90,0.29,0.40185185185185185,0.39576641359652315
West Ham,Shoot on target per 90,0.23,0.3836,0.40923587330535927
Wolves,Shoot on target per 90,0.23,0.34956521739130436,0.40170634073875816
Arsenal,Goals per shot,0.14,0.13714285714285715,0.1296974501346444
Aston Villa,Goals per shot,0.06,0.08199999999999999,0.08717797887081348
Bournemouth,Goals per shot,0.065,0.06,0.056661506472996934
Brentford,Goals per shot,0.05,0.07833333333333334,0.0867213251472446
Brighton,Goals per shot,0.055,0.07807692307692309,0.08912998286858272
Chelsea,Goals per shot,0.07,0.08347826086956521,0.08855448736908583
Crystal Palace,Goals per shot,0.0,0.05952380952380952,0.08393307991943287
Everton,Goals per shot,0.04,0.07857142857142857,0.10701802251423423
Fulham,Goals per shot,0.025,0.0725,0.09363282150591155
Ipswich Town,Goals per shot,0.065,0.06666666666666667,0.07838958818766613
Leicester City,Goals per shot,0.0,0.05,0.07077798958379512
Liverpool,Goals per shot,0.07500000000000001,0.07555555555555556,0.07039570693980958
Manchester City,Goals per shot,0.10500000000000001,0.13272727272727272,0.21026472697829138
Manchester Utd,Goals per shot,0.02,0.05375,0.06863973370780413
Newcastle Utd,Goals per shot,0.05,0.08476190476190476,0.10740665936612345
Nott'ham Forest,Goals per shot,0.07,0.07849999999999999,0.08099870044441584
Southampton,Goals per shot,0.05,0.0704,0.09650043177796322
Tottenham,Goals per shot,0.055,0.07458333333333333,0.08091751928684067
West Ham,Goals per shot,0.0,0.04695652173913044,0.06182341293839882
Wolves,Goals per shot,0.07,0.0980952380952381,0.11775478961040386
Arsenal,Average shoot distance,15.0,14.642857142857142,4.969262664477641
Aston Villa,Average shoot distance,16.4,16.768,4.458860093491759
Bournemouth,Average shoot distance,16.450000000000003,15.805000000000001,4.375948017587912
Brentford,Average shoot distance,15.3,15.933333333333334,4.311680442158732
Brighton,Average shoot distance,16.5,17.434615384615384,3.873493751918783
Chelsea,Average shoot distance,15.1,15.57391304347826,4.495373115397689
Crystal Palace,Average shoot distance,17.7,18.123809523809523,5.7053400215854575
Everton,Average shoot distance,16.8,16.761904761904763,5.526343835708759
Fulham,Average shoot distance,15.850000000000001,16.89,4.780871975079992
Ipswich Town,Average shoot distance,16.0,16.55,5.289037062025399
Leicester City,Average shoot distance,16.65,17.204545454545453,6.371250701223072
Liverpool,Average shoot distance,14.6,15.488888888888889,4.028850206563668
Manchester City,Average shoot distance,17.85,17.027272727272727,4.8395377404381845
Manchester Utd,Average shoot distance,16.05,15.799999999999999,5.37069342134579
Newcastle Utd,Average shoot distance,15.0,15.638095238095238,3.6399829931575494
Nott'ham Forest,Average shoot distance,18.8,18.77,5.956871308789008
Southampton,Average shoot distance,18.1,17.312,6.087303727157589
Tottenham,Average shoot distance,16.9,16.408333333333335,5.073196116904975
West Ham,Average shoot distance,16.7,17.791304347826088,5.591707581400276
Wolves,Average shoot distance,18.1,18.047619047619047,5.670856994107598
Arsenal,Pass completed,468.5,717.6818181818181,560.3350516698648
Aston Villa,Pass completed,402.5,495.85714285714283,423.98818242491
Bournemouth,Pass completed,436.0,504.7826086956522,408.761205742617
Brentford,Pass completed,489.0,582.2380952380952,445.7851393622161
Brighton,Pass completed,343.0,518.4285714285714,488.05892392979894
Chelsea,Pass completed,411.5,639.4230769230769,590.6630967363324
Crystal Palace,Pass completed,541.0,519.1904761904761,395.3220989329611
Everton,Pass completed,428.5,465.72727272727275,348.0532501429414
Fulham,Pass completed,561.5,603.2727272727273,502.17168206540504
Ipswich Town,Pass completed,226.0,346.0,311.13706925094766
Leicester City,Pass completed,424.0,486.4230769230769,383.1340416174917
Liverpool,Pass completed,681.0,807.1428571428571,634.1773636542293
Manchester City,Pass completed,676.0,793.52,591.8990707882552
Manchester Utd,Pass completed,286.0,512.8666666666667,464.77074313919644
Newcastle Utd,Pass completed,479.0,616.8695652173913,528.14007304776
Nott'ham Forest,Pass completed,475.5,461.3636363636364,337.9058118208943
Southampton,Pass completed,257.0,499.7931034482759,481.21352398392196
Tottenham,Pass completed,703.0,581.1111111111111,373.3527238554132
West Ham,Pass completed,517.0,533.44,408.4354375744919
Wolves,Pass completed,484.0,563.5652173913044,411.40102378523744
Arsenal,Pass completion,82.95,82.32272727272726,6.265698898286022
Aston Villa,Pass completion,81.94999999999999,81.33214285714287,7.0720657347491995
Bournemouth,Pass completion,74.3,73.9304347826087,6.575673818401266
Brentford,Pass completion,77.3,76.69047619047619,7.844291221130482
Brighton,Pass completion,80.55000000000001,79.55714285714285,7.878119185742363
Chelsea,Pass completion,84.25,83.4923076923077,6.275853604215005
Crystal Palace,Pass completion,75.6,74.08095238095238,6.961653470808429
Everton,Pass completion,74.15,75.53181818181818,9.55362740202885
Fulham,Pass completion,81.3,79.68571428571428,8.124363711349073
Ipswich Town,Pass completion,75.7,75.14,8.128986024905164
Leicester City,Pass completion,78.55,78.38461538461539,8.3337718858962
Liverpool,Pass completion,83.8,82.94285714285714,7.545566342467041
Manchester City,Pass completion,87.7,86.50399999999999,6.956800030665439
Manchester Utd,Pass completion,82.6,81.94666666666667,7.597537411072335
Newcastle Utd,Pass completion,81.8,79.71304347826087,6.826839036134985
Nott'ham Forest,Pass completion,76.85,74.21818181818182,8.959572500624086
Southampton,Pass completion,80.2,80.85172413793103,8.16073441590256
Tottenham,Pass completion,84.8,80.47037037037036,8.375964459498416
West Ham,Pass completion,79.9,78.42,7.804966367640543
Wolves,Pass completion,80.4,77.84347826086957,8.718362340327063
Arsenal,Progressive passing distance,7398.0,11757.954545454546,9938.890938785555
Aston Villa,Progressive passing distance,5738.0,8483.57142857143,7921.707599438728
Bournemouth,Progressive passing distance,7088.0,9147.95652173913,7897.391724074364
Brentford,Progressive passing distance,7626.0,10679.142857142857,9438.228193287734
Brighton,Progressive passing distance,4862.0,8828.285714285714,9270.274449000328
Chelsea,Progressive passing distance,6912.0,11106.307692307691,10586.064759935038
Crystal Palace,Progressive passing distance,8735.0,9320.047619047618,7646.46145269948
Everton,Progressive passing distance,7396.5,8801.318181818182,7928.244778946459
Fulham,Progressive passing distance,9158.0,10530.454545454546,9215.51397800404
